Name	FileName	Target
E-TABM-26_1	111T-A.CEL	Tumour
E-TABM-26_2	A-135T.CEL	Tumour
E-TABM-26_3	A-171T.CEL	Tumour
E-TABM-26_4	195T-A.CEL	Tumour
E-TABM-26_5	A-226T.CEL	Tumour
E-TABM-26_6	A-237T.CEL	Tumour
E-TABM-26_7	243T-A.CEL	Tumour
E-TABM-26_8	A-EP01N.CEL	Normal
E-TABM-26_9	A-EP02N.CEL	Normal
E-TABM-26_10	A-EP03N.CEL	Normal
E-TABM-26_11	A-EP04N.CEL	Normal
E-TABM-26_12	A-EP06N.CEL	Normal
E-TABM-26_13	A-V16N.CEL	Normal
E-TABM-26_14	A-V19N.CEL	Normal
